cenario;R_X_max_abs_g_L;R_P_max_abs_g_L;R_abs_max_g_L;S_min_g_L;X_min_g_L;P_min_g_L
referencia;4,263256e-14;2,842171e-14;4,263256e-14;-1,141072e-09;1,000000e+00;0,000000e+00
