tempo_h;X_g_L;S_g_L;P_g_L
19,100000;25,373602;137,951421;36,560403
19,150000;25,584229;137,199183;36,876343
19,200000;25,796514;136,441021;37,194771
19,250000;26,010469;135,676898;37,515703
19,300000;26,226103;134,906774;37,839155
19,350000;26,443429;134,130612;38,165143
19,400000;26,662454;133,348380;38,493680
19,450000;26,883189;132,560039;38,824784
19,500000;27,105646;131,765549;39,158470
19,550000;27,329836;130,964871;39,494754
19,600000;27,555769;130,157966;39,833654
19,650000;27,783457;129,344798;40,175185
19,700000;28,012909;128,525326;40,519363
19,750000;28,244136;127,699516;40,866203
19,800000;28,477148;126,867329;41,215722
19,850000;28,711956;126,028729;41,567934
19,900000;28,948569;125,183680;41,922854
19,950000;29,186999;124,332148;42,280498
20,000000;29,427253;123,474096;42,640880
20,050000;29,669343;122,609490;43,004014
20,100000;29,913277;121,738296;43,369916
20,150000;30,159066;120,860480;43,738599
20,200000;30,406718;119,976009;44,110076
20,250000;30,656242;119,084850;44,484363
20,300000;30,907648;118,186970;44,861472
20,350000;31,160945;117,282339;45,241418
20,400000;31,416141;116,370923;45,624212
20,450000;31,673246;115,452693;46,009869
20,500000;31,932267;114,527617;46,398401
20,550000;32,193214;113,595665;46,789821
20,600000;32,456094;112,656808;47,184141
20,650000;32,720916;111,711016;47,581373
20,700000;32,987687;110,758260;47,981531
20,750000;33,256417;109,798512;48,384625
20,800000;33,527112;108,831744;48,790668
20,850000;33,799780;107,857928;49,199670
20,900000;34,074430;106,877037;49,611644
20,950000;34,351063;105,889062;50,026594
21,000000;34,629684;104,893987;50,444526
21,050000;34,910300;103,891785;50,865450
21,100000;35,192920;102,882430;51,289379
21,150000;35,477548;101,865901;51,716322
21,200000;35,764191;100,842176;52,146286
21,250000;36,052853;99,811240;52,579279
21,300000;36,343538;98,773077;53,015307
21,350000;36,636250;97,727677;53,454376
21,400000;36,930992;96,675029;53,896488
21,450000;37,227764;95,615129;54,341646
21,500000;37,526568;94,547971;54,789852
21,550000;37,827404;93,473556;55,241106
21,600000;38,130272;92,391885;55,695408
21,650000;38,435170;91,302963;56,152756
21,700000;38,742097;90,206797;56,613145
21,750000;39,051049;89,103398;57,076573
21,800000;39,362023;87,992777;57,543034
21,850000;39,675014;86,874950;58,012521
21,900000;39,990018;85,749936;58,485027
21,950000;40,307028;84,617756;58,960543
22,000000;40,626039;83,478432;59,439059
22,050000;40,947042;82,331992;59,920563
22,100000;41,270030;81,178464;60,405045
22,150000;41,594994;80,017879;60,892491
